Title,SJR,H index,IPP,SNIP,Total Docs. (2020),Total Docs. (3years),Total Refs.,Est. value (USD) (2020),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher
Deutsches Arzteblatt International,0.436,97,0.381057210329165,0.5484853106309882,785,3764,5100,16447166.0,1999,0.0460230115057528,0.888682252922423,1276,0.48,6.5,16,Deutscher Arzte-Verlag GmbH
Disease-a-Month,0.436,50,2.36619718309859,1.10480013519559,58,127,2672,624285.0,209,0.0095693779904306,0.6299212598425197,90,2.12,46.07,72,Elsevier Inc.
Duke Law Journal,0.436,54,0.989583333333333,1.1562647966094,35,103,3515,609430.0,157,0.0127388535031847,0.5242718446601942,97,1.48,100.43,44,Duke Law Publications
European Journal of Futures Research,0.436,28,1.68085106382979,1.13283417869043,8,48,359,97916.0,115,0.0260869565217391,0.3333333333333333,47,2.52,44.88,13,Springer Verlag
Hydrological Research Letters,0.436,16,1.43181818181818,0.678399915046286,24,44,624,256136.0,70,0.0285714285714285,0.3409090909090909,44,1.27,26.0,11,Japan Society of Hydrology and Water Resources
Informatica (Netherlands),0.436,49,3.6434238540191872,1.4583364488171313,39,106,1738,534948.0,312,0.0801282051282051,0.3490566037735849,106,3.24,44.56,35,SAGE Publications Ltd
International Journal of Hematology-Oncology and Stem Cell Research,0.436,24,1.49206349206349,0.718293787433652,32,128,975,567225.0,215,0.0,0.4453125,126,0.95,30.47,17,Tehran University of Medical Sciences
Journal of Asia-Pacific Entomology,0.436,51,1.29276895943563,0.677591359022094,180,566,7223,2574910.0,779,0.0603337612323491,0.4293286219081272,566,1.14,40.13,28,Elsevier B.V.
Journal of Chemistry,0.436,86,2.45796737766625,1.01283817883062,417,807,16692,4024310.0,2142,0.0294117647058823,0.3060718711276332,795,2.33,40.03,12,John Wiley and Sons Ltd
Journal of Child and Adolescent Mental Health,0.436,25,1.24074074074074,0.491966967084408,12,54,524,228378.0,83,0.0120481927710843,0.3518518518518518,54,1.24,43.67,20,Taylor and Francis Ltd.
Journal of Iron and Steel Research International,0.436,57,1.54947368421053,0.780246834037469,145,481,4513,2384155.0,754,0.1127320954907161,0.3492723492723493,475,1.26,31.12,30,Springer International Publishing
Landscape Online,0.436,20,1.67857142857143,0.745248893432674,10,28,610,131621.0,53,0.0,0.3214285714285714,28,1.55,61.0,18,"International Association for Landscape Ecology, Chapter Germany (IALE-D)"
Leadership in Health Services,0.436,37,1.47747747747748,0.85479276541931,37,115,1730,502936.0,200,0.085,0.3043478260869565,111,2.04,46.76,19,Emerald Publishing
Mammalia,0.436,44,0.968503937007874,0.586249099713579,72,241,3462,1119818.0,263,0.0684410646387832,0.4481327800829875,240,1.04,48.08,89,Walter de Gruyter GmbH
Ocean Systems Engineering,0.436,12,0.925373134328358,0.715167834180822,21,67,596,176843.0,68,0.1470588235294117,0.6119402985074627,67,0.58,28.38,8,Techno-Press
Polish Archives of Internal Medicine,0.436,48,1.64724919093851,0.711828742909704,252,553,5033,2918123.0,685,0.1693430656934306,0.5099457504520796,351,1.22,19.97,73,Medycyna Praktyczna Cholerzyn
Urban Design International,0.436,44,1.4,1.29916111315369,26,70,1476,330641.0,103,0.029126213592233,0.5428571428571428,59,1.56,56.77,30,Palgrave Macmillan Ltd.
ACM Transactions on Embedded Computing Systems,0.435,67,2.4060650490101767,1.1335732876737774,53,372,2561,1526287.0,866,0.0184757505773672,0.3387096774193548,351,2.14,48.32,23,Association for Computing Machinery
Advanced Steel Construction,0.435,32,1.24761904761905,0.734657238645439,38,105,1034,510797.0,140,0.1714285714285714,0.419047619047619,105,1.33,27.21,20,Hong Kong Institute of Steel Construction
Applied Sciences (Switzerland),0.435,162,2.68392630241423,1.07471044498552,9141,9570,408345,52910877.0,29766,0.1375394745682994,0.1991640543364681,9443,3.02,44.67,15,Multidisciplinary Digital Publishing Institute (MDPI)
Australasian Emergency Care,0.435,36,1.55421686746988,0.759707646023538,41,92,1387,230719.0,166,0.072289156626506,0.358695652173913,83,1.13,33.83,8,Elsevier Australia
Bioelectromagnetics,0.435,93,1.89473684210526,0.947456862095488,61,183,2257,899442.0,363,0.1046831955922865,0.2896174863387978,153,1.94,37.0,46,Wiley-Liss Inc.
Energy Exploration and Exploitation,0.435,46,2.11210762331839,0.825853710697685,134,225,6077,1205935.0,507,0.1341222879684418,0.2355555555555555,222,2.18,45.35,36,SAGE Publications Inc.
"Eurasia Journal of Mathematics, Science and Technology Education",0.435,63,1.31214421252372,1.19292421256815,127,1067,6289,3949930.0,1779,0.0297920179876335,0.4395501405810684,1057,1.61,49.52,20,Modestum LTD
Facial Plastic Surgery,0.435,54,1.08333333333333,0.839907980570269,104,308,2731,1489034.0,333,0.0990990990990991,0.4383116883116883,267,1.17,26.26,42,"Thieme Medical Publishers, Inc."
Human-Wildlife Interactions,0.435,26,1.11111111111111,0.808051473644767,53,145,2127,650793.0,133,0.1578947368421052,0.593103448275862,114,0.91,40.13,13,Jack H. Berryman Institute
International Journal of Manpower,0.435,79,1.77339901477833,1.0596861900679,119,209,6812,1098158.0,421,0.166270783847981,0.3397129186602871,202,1.72,57.24,47,Emerald Group Publishing Ltd.
International Journal of Polymeric Materials and Polymeric Biomaterials,0.435,55,2.13489736070381,0.497945770299211,107,345,6162,1597976.0,814,0.0528255528255528,0.2231884057971014,341,2.19,57.59,55,Taylor and Francis Ltd.
International Review of Victimology,0.435,38,0.857142857142857,0.799189637653522,18,57,1171,274948.0,70,0.0285714285714285,0.4385964912280701,56,1.41,65.06,35,SAGE Publications Inc.
Journal of Accounting in Emerging Economies,0.435,34,2.38356164383562,1.18883698334437,29,73,2371,148136.0,200,0.16,0.1643835616438356,73,2.62,81.76,11,Emerald Group Publishing Ltd.
Journal of Adult Development,0.435,54,1.17073170731707,0.694585451238396,27,82,1667,372452.0,112,0.0089285714285714,0.3536585365853658,82,1.29,61.74,32,Springer New York
Journal of Cognition and Culture,0.435,50,0.722222222222222,0.448567249828499,22,72,1297,329211.0,62,0.064516129032258,0.5694444444444444,72,0.68,58.95,25,Brill Academic Publishers
Journal of the American Animal Hospital Association,0.435,81,1.0,0.879414379147817,61,179,1408,872178.0,194,0.0154639175257731,0.4692737430167598,179,1.03,23.08,53,American Animal Hospital Association
New Astronomy,0.435,74,1.1841155234657,0.47638530357491,79,284,4012,1332916.0,329,0.1155015197568389,0.4823943661971831,278,1.29,50.78,30,Elsevier B.V.
"Proceedings of the Institution of Mechanical Engineers, Part K: Journal of Multi-body Dynamics",0.435,47,1.6875,0.941303194213396,47,160,1573,728860.0,289,0.0968858131487889,0.31875,158,1.91,33.47,27,SAGE Publications Ltd
Proceedings of the Steklov Institute of Mathematics,0.435,28,0.471395881006865,0.648137698970038,117,440,2632,2012457.0,229,0.0873362445414847,0.6772727272727272,438,0.58,22.5,19,Pleiades Publishing
Seminars in Musculoskeletal Radiology,0.435,57,1.3875,0.582519045984827,68,176,4046,869810.0,242,0.1115702479338843,0.4715909090909091,160,1.53,59.5,26,"Thieme Medical Publishers, Inc."
Technical Communication Quarterly,0.435,41,0.901408450704225,0.999113841055149,29,76,1238,417272.0,95,0.231578947368421,0.3552631578947368,71,0.94,42.69,28,Routledge
Tel Aviv,0.435,37,0.906976744186046,1.8407134596211,15,43,1038,222945.0,48,0.0208333333333333,0.4418604651162791,43,1.2,69.2,51,Maney Publishing
Asia Europe Journal,0.434,29,1.11688311688312,1.03072266398018,37,87,1565,420398.0,130,0.1384615384615384,0.4022988505747126,81,1.66,42.3,23,Springer Verlag
Australian and New Zealand Journal of Statistics,0.434,47,0.833333333333333,0.761936846603266,26,80,702,390735.0,70,0.0,0.675,78,0.48,27.0,28,Wiley-Blackwell Publishing Ltd
Critical Review,0.434,34,0.6,0.867220564379557,22,70,744,329776.0,57,0.1578947368421052,0.6,70,0.59,33.82,37,Taylor and Francis Ltd.
E-Learning and Digital Media,0.434,35,1.52307692307692,1.23704668374382,36,67,1908,325789.0,140,0.0428571428571428,0.4328358208955223,65,1.96,53.0,17,SAGE Publications Inc.
Future Internet,0.434,75,2.61489361702128,1.28103424856078,235,479,11388,2065071.0,1749,0.0583190394511149,0.2526096033402922,470,3.71,48.46,17,Multidisciplinary Digital Publishing Institute (MDPI)
General Thoracic and Cardiovascular Surgery,0.434,50,1.17471264367816,0.986666396162224,270,438,4546,2580161.0,577,0.072790294627383,0.4657534246575342,430,1.38,16.84,19,Springer Japan
Green Processing and Synthesis,0.434,48,2.40350877192982,0.718607620113303,69,232,3501,985098.0,606,0.1056105610561056,0.2370689655172413,229,2.78,50.74,14,Walter de Gruyter GmbH
HEC Forum,0.434,29,1.39393939393939,0.937938432295106,26,70,937,340623.0,113,0.0353982300884955,0.4142857142857143,67,0.9,36.04,36,Springer Netherlands
Human Resource Development International,0.434,66,1.55696202531646,1.0926086845212,43,92,2470,467826.0,160,0.10625,0.358695652173913,79,1.29,57.44,28,Taylor and Francis Ltd.
IET Biometrics,0.434,44,2.55952380952381,1.45054282726668,32,173,1665,676619.0,601,0.0515806988352745,0.1618497109826589,168,3.68,52.03,13,John Wiley and Sons Ltd
Indian Journal of Orthopaedics,0.434,50,1.17320261437909,0.981973290410228,221,350,5674,1933516.0,449,0.0289532293986636,0.4714285714285714,303,1.19,25.67,28,Wolters Kluwer Medknow Publications
International Journal of Technology,0.434,29,1.32432432432432,0.975539455861089,159,504,4148,2228492.0,735,0.3224489795918367,0.3472222222222222,499,1.4,26.09,16,"Faculty of Engineering, Universitas Indonesia"
Journal of Modelling in Management,0.434,43,2.24242424242424,0.903537586199466,88,133,5574,770773.0,324,0.2191358024691358,0.2631578947368421,132,2.3,63.34,20,Emerald Publishing
Journal of Sensors and Sensor Systems,0.434,27,1.89393939393939,1.04359898801086,45,132,1057,594886.0,299,0.0468227424749163,0.3787878787878788,132,2.39,23.49,14,Copernicus Publications
Laser and Particle Beams,0.434,55,1.21904761904762,0.814040199946266,39,212,1347,963761.0,259,0.1505791505791505,0.4150943396226415,212,1.21,34.54,41,Hindawi
Nuclear Receptor Signaling,0.434,35,4.790981406958368,2.3678479373070913,0,3,0,16937.0,11,0.0,0.3333333333333333,3,3.67,0.0,11,SAGE Publications Ltd
Oral Radiology,0.434,28,1.09243697478992,0.674644219911461,53,122,1394,541172.0,128,0.078125,0.5491803278688525,120,1.27,26.3,41,Springer Japan
Transportation Planning and Technology,0.434,52,1.30666666666667,0.804619274510759,49,153,1541,732478.0,222,0.0135135135135135,0.3529411764705882,151,1.47,31.45,54,Taylor and Francis Ltd.
Advances in Geosciences,0.433,51,1.67,0.795426865946564,55,103,2044,518712.0,179,0.0391061452513966,0.3592233009708738,101,1.67,37.16,22,Copernicus Publications
Annals of African Medicine,0.433,34,1.44545454545455,0.965019417508658,50,129,1315,575797.0,193,0.005181347150259,0.4961240310077519,110,1.31,26.3,20,Wolters Kluwer Medknow Publications
Clinical and Experimental Emergency Medicine,0.433,20,1.15384615384615,0.904446576437697,51,96,1074,290218.0,145,0.0620689655172413,0.4270833333333333,91,1.51,21.06,7,Korean Society of Emergency Medicine
Coupled Systems Mechanics,0.433,18,1.75728155339806,0.551214927415324,33,103,1512,284967.0,193,0.2746113989637305,0.4660194174757281,103,2.03,45.82,8,Techno-Press
Critical Perspectives on International Business,0.433,38,1.44067796610169,0.796695741058977,32,61,2855,324983.0,103,0.203883495145631,0.2950819672131147,59,1.59,89.22,21,Emerald Group Publishing Ltd.
Drug Research,0.433,73,2.13703703703704,0.670899461323081,89,325,2254,1418730.0,618,0.0275080906148867,0.4123076923076923,292,1.84,25.33,14,Thieme
Education for Information,0.433,23,1.53030303030303,0.933811165546898,38,76,1011,369009.0,108,0.0555555555555555,0.618421052631579,69,1.55,26.61,42,SAGE Publications Ltd
EMS Surveys in Mathematical Sciences,0.433,9,0.6,0.262238044308633,2,5,345,5706.0,5,0.0,0.6,5,1.0,172.5,6,European Mathematical Society Publishing House
High Temperature,0.433,39,1.56103286384977,1.1412594278619,115,426,3550,1946748.0,685,0.2759124087591241,0.448356807511737,426,1.68,30.87,51,Pleiades Publishing
IET Wireless Sensor Systems,0.433,37,2.20338983050847,0.953553239909384,37,119,1363,524164.0,329,0.0364741641337386,0.1596638655462184,117,2.53,36.84,15,John Wiley &amp; Sons Inc.
International Journal of Emerging Markets,0.433,49,2.24479166666667,1.16126636332936,125,196,9749,1002735.0,499,0.3106212424849699,0.1989795918367347,192,2.51,77.99,20,Emerald Publishing
International Journal of Modern Physics E,0.433,60,1.01086956521739,0.641533539877829,121,373,6934,1930831.0,383,0.1592689295039164,0.5067024128686327,368,1.06,57.31,30,World Scientific
International Labour Review,0.433,57,1.17948717948718,0.951613149060433,26,79,1337,381457.0,112,0.0178571428571428,0.430379746835443,78,1.21,51.42,56,John Wiley &amp; Sons Inc.
Limnology and Oceanography Bulletin,0.433,16,1.11538461538462,0.432439047314949,42,99,182,482817.0,51,0.1176470588235294,0.7878787878787878,32,0.48,4.33,23,Wiley-Blackwell
Multimodal Technologies and Interaction,0.433,38,2.51412429378531,1.69662368173026,92,181,4873,453257.0,617,0.0340356564019448,0.2762430939226519,176,3.01,52.97,9,Multidisciplinary Digital Publishing Institute (MDPI)
Surgical Neurology International,0.433,48,1.03101920236337,0.696881694212514,440,719,7438,4266233.0,852,0.0645539906103286,0.4965229485396384,681,1.02,16.9,15,Scientific Scholar
Acta Technologica Agriculturae,0.432,18,1.18421052631579,1.3022651910625,32,76,818,341120.0,91,0.3406593406593406,0.3947368421052631,76,1.2,25.56,10,De Gruyter Open Ltd
American Journal of Ophthalmology Case Reports,0.432,27,1.006,0.748640921514084,415,502,6255,2494984.0,591,0.0575296108291032,0.4282868525896414,502,1.13,15.07,10,Elsevier Inc.
Australian Mammalogy,0.432,33,1.14925373134328,0.769864800085006,50,134,2114,642955.0,166,0.1686746987951807,0.3880597014925373,134,1.17,42.28,26,CSIRO Publishing
Autonomous Agents and Multi-Agent Systems,0.432,82,2.08080808080808,1.38590296690067,55,100,2891,573722.0,282,0.0673758865248227,0.28,99,3.06,52.56,28,Springer Netherlands
"Election Law Journal: Rules, Politics, and Policy",0.432,17,1.17241379310345,1.21965383184521,30,89,1850,346522.0,118,0.0932203389830508,0.4044943820224719,87,1.55,61.67,10,Mary Ann Liebert Inc.
European Journal of Probation,0.432,24,0.810810810810811,0.798415435783605,15,40,901,75862.0,40,0.15,0.4,36,0.88,60.07,17,SAGE Publications Ltd
Humboldt Journal of Social Relations,0.432,17,1.2,2.60329907985056,0,26,0,85945.0,34,0.0,0.5384615384615384,26,0.0,0.0,13,Humboldt State University
International Journal of Intelligent Robotics and Applications,0.432,25,1.96039603960396,0.842439408033753,40,111,1279,231748.0,248,0.0483870967741935,0.3333333333333333,101,1.97,31.98,9,Springer Singapore
International Journal of Surgical Oncology,0.432,31,2.04166666666667,1.22947873067809,10,24,297,128376.0,51,0.0196078431372549,0.375,24,1.8,29.7,13,John Wiley and Sons Ltd
International Journal of Toxicology,0.432,73,1.77857142857143,0.663096637824624,61,182,2707,866158.0,289,0.0346020761245674,0.445054945054945,157,1.79,44.38,44,SAGE Publications Inc.
Journal of AOAC International,0.432,106,1.4975922953451,0.661043679375533,94,742,2779,2864209.0,1151,0.0538662033014769,0.4272237196765499,710,1.6,29.56,33,AOAC International
Journal of Community Practice,0.432,40,0.951219512195122,0.814679157599632,32,93,1043,417390.0,100,0.12,0.4516129032258064,82,1.08,32.59,32,Routledge
Journal of Labelled Compounds and Radiopharmaceuticals,0.432,56,1.46564885496183,0.5031092642053,57,276,1876,1235739.0,425,0.0564705882352941,0.4347826086956521,267,1.69,32.91,49,John Wiley and Sons Ltd
Journal of Pediatric Orthopaedics Part B,0.432,61,1.06185567010309,1.06949682591717,104,302,2456,1472037.0,361,0.0443213296398892,0.423841059602649,291,1.16,23.62,35,Lippincott Williams and Wilkins Ltd.
Labor History,0.432,26,0.46875,0.96805498092586,47,135,2453,611432.0,78,0.1282051282051282,0.6666666666666666,133,0.4,52.19,66,Routledge
Management and Organizational History,0.432,29,0.636363636363636,0.71270232812218,17,67,1222,304940.0,61,0.0983606557377049,0.6567164179104478,55,0.63,71.88,20,Taylor and Francis Ltd.
NASSP Bulletin,0.432,34,0.723404255319149,0.52951644512887,15,58,739,231746.0,48,0.1041666666666666,0.5,47,0.95,49.27,103,SAGE Publications Ltd
North American Journal of Aquaculture,0.432,50,1.47619047619048,0.797006869537993,42,133,1819,640156.0,197,0.0558375634517766,0.3909774436090225,127,1.67,43.31,26,Oxford University Press
Protein and Peptide Letters,0.432,69,1.61904761904762,0.439382169197524,134,374,7812,1827839.0,625,0.0352,0.4090909090909091,343,1.7,58.3,31,Bentham Science Publishers
Revista Argentina de Microbiologia,0.432,36,1.6020942408377,0.959265342849095,59,196,1472,863807.0,339,0.0206489675516224,0.3826530612244898,191,1.82,24.95,47,Asociacion Argentina de Microbiologia
Revista Brasileira de Farmacognosia,0.432,64,2.14779874213836,1.01989971761978,112,321,3310,1556515.0,779,0.0205391527599486,0.1713395638629283,321,2.26,29.55,19,Springer International Publishing
Soil Science Annual,0.432,21,1.46913580246914,0.858601858731914,38,81,2037,403535.0,124,0.2419354838709677,0.3950617283950617,81,1.64,53.61,13,De Gruyter Open Ltd
Sports Engineering,0.432,29,1.10204081632653,0.699119246654497,24,100,882,437998.0,126,0.1587301587301587,0.45,98,1.26,36.75,17,Springer Nature
Visual Communication,0.432,47,0.72463768115942,0.821696030806628,24,76,1065,339912.0,76,0.0131578947368421,0.4473684210526316,71,0.83,44.38,24,SAGE Publications Ltd
Applied and Environmental Soil Science,0.431,38,1.85416666666667,1.30921091677465,35,49,1741,312551.0,101,0.0297029702970297,0.4081632653061224,49,2.13,49.74,13,John Wiley and Sons Ltd
Early Years,0.431,41,0.865853658536585,1.07503545541381,39,96,1614,511403.0,88,0.0568181818181818,0.46875,82,0.92,41.38,46,Routledge
Fuzzy Information and Engineering,0.431,27,1.14942528735632,0.675199135978726,30,92,971,409904.0,140,0.05,0.5760869565217391,92,0.89,32.37,12,Tsinghua University Press
International Journal of Management in Education,0.431,17,1.26666666666667,0.935679530096987,32,75,1780,340439.0,118,0.3983050847457627,0.4,75,2.12,55.63,18,Inderscience
International Journal of Plant Production,0.431,39,1.63265306122449,0.813865526118569,54,98,2615,508842.0,176,0.0852272727272727,0.2755102040816326,98,1.95,48.43,18,Springer Science and Business Media Deutschland GmbH
International Ophthalmology Clinics,0.431,50,1.02836879432624,0.477545473154472,45,145,2165,688692.0,162,0.0061728395061728,0.5310344827586206,141,0.93,48.11,65,Lippincott Williams and Wilkins Ltd.
Journal de Chirurgie Viscerale,0.431,26,1.0,0.500926384780315,0,13,0,293287.0,24,0.0,0.5384615384615384,12,0.0,0.0,9,Elsevier Masson s.r.l.
Journal of Latin American Studies,0.431,53,0.671052631578947,1.37158027297689,27,76,1674,392266.0,66,0.0757575757575757,0.5394736842105263,76,0.71,62.0,57,Cambridge University Press
Journal of Swine Health and Production,0.431,43,1.12307692307692,0.756958356121912,34,137,385,619321.0,76,0.1184210526315789,0.7372262773722628,75,0.56,11.32,30,American Association of Swine Veterinarians
Journal of the Brazilian Society of Mechanical Sciences and Engineering,0.431,62,2.14882506527415,0.964218519012869,625,1539,24257,6575329.0,3438,0.1114019778941245,0.2820012995451592,1532,2.2,38.81,23,Springer Verlag
NAD Nordic Studies on Alcohol and Drugs,0.431,26,1.31428571428571,0.692464450261359,46,132,1938,609062.0,159,0.1635220125786163,0.4015151515151515,104,1.24,42.13,36,SAGE Publications Inc.
Photomedicine and Laser Surgery,0.431,84,2.11290322580645,1.41502213115728,0,217,0,922960.0,521,0.0,0.2672811059907834,195,2.39,0.0,15,Mary Ann Liebert Inc.
Theoretical Chemistry Accounts,0.431,121,1.56781609195402,0.556830486823605,183,443,9899,2590538.0,718,0.0459610027855153,0.3589164785553047,435,1.69,54.09,31,Springer New York
Chirality,0.43,84,2.10031347962382,0.721165152602983,130,322,5093,1650083.0,716,0.0642458100558659,0.2267080745341615,319,2.29,39.18,37,Wiley-Liss Inc.
Drugs - Real World Outcomes,0.43,24,1.70149253731343,0.910845996482324,40,69,1228,244731.0,126,0.0238095238095238,0.2898550724637681,67,1.91,30.7,12,Springer International Publishing AG
Erwerbs-Obstbau,0.43,24,1.10738255033557,0.913587976191386,71,150,2298,714176.0,173,0.1502890173410404,0.42,149,0.99,32.37,29,Springer Science and Business Media Deutschland GmbH
Folia Cryptogamica Estonica,0.43,18,1.22222222222222,0.806263711885558,14,45,672,206445.0,66,0.3484848484848485,0.3555555555555555,45,1.71,48.0,16,Estonian Naturalists' Society
